No,Balance,QualMiles,BonusMiles,BonusTrans,FlightMiles,FlightTrans,DaysSinceEnroll
1440,193547,0,3544,12,0,0,5153
1441,57927,0,1500,3,1500,3,5149
1442,161321,0,59645,21,0,0,5147
1443,66936,2370,3450,5,950,4,5147
1444,72178,0,2100,10,0,0,5139
1445,33964,0,300,3,0,0,5128
1446,94272,0,11098,16,0,0,5121
1447,53360,0,7251,5,6251,4,5120
1448,3578,0,0,0,0,0,5114
1449,29342,0,5835,4,0,0,5153
1450,28228,0,12948,13,300,1,5108
1451,118601,0,51240,19,0,0,5105
1452,24660,0,7206,14,0,0,5136
1453,147822,0,42469,18,0,0,5107
1454,190208,0,37122,38,1800,6,5091
1455,2625,0,125,1,0,0,5087
1456,49438,0,33912,14,0,0,5085
1457,24930,0,13060,9,0,0,5084
1458,89835,0,9058,11,0,0,5080
1459,46734,0,10007,18,0,0,5080
1460,315273,0,12584,9,4084,4,5079
1461,50,0,50,1,50,1,5073
1462,97416,0,63679,29,0,0,5093
1463,127768,0,65264,21,250,1,5064
1464,139882,0,47089,15,0,0,4859
1465,10740,0,0,0,0,0,4926
1466,57330,0,380,3,0,0,4986
1467,33560,0,2600,14,0,0,4604
1468,53210,0,11422,10,0,0,4993
1469,9795,0,0,0,0,0,4960
1470,16984,0,10334,15,0,0,4884
1471,46349,0,33923,20,1100,2,4856
1472,118079,0,43298,16,500,1,4867
1473,29632,0,0,0,0,0,4898
1474,164307,0,21704,14,0,0,4023
1475,13490,0,0,0,0,0,4870
1476,36296,0,5780,6,0,0,4600
1477,190429,6168,27500,11,1500,3,4974
1478,120447,0,53804,15,350,1,4840
1479,35094,0,4000,11,0,0,4944
1480,208804,0,56204,31,500,1,4429
1481,30662,0,0,0,0,0,4996
1482,157452,0,45312,18,0,0,4471
1483,24266,0,2375,12,0,0,4111
1484,49991,0,44146,27,2510,4,4803
1485,42275,925,4100,6,1600,5,4712
1486,59162,0,2520,7,0,0,4726
1487,109625,0,63372,19,500,1,5056
1488,30486,0,0,0,0,0,5051
1489,240904,2288,63385,22,350,1,5045
1490,266776,0,8370,30,6520,28,5042
1491,20818,0,15214,4,0,0,5036
1492,106509,0,1113,7,0,0,5036
1493,65982,0,1750,4,750,3,5030
1494,9002,0,1586,9,0,0,4933
1495,16088,0,17872,15,0,0,4563
1496,10079,0,569,8,0,0,4651
1497,48863,0,71013,18,1050,3,4925
1498,137402,0,950,6,200,3,4685
1499,71076,1000,10000,1,0,0,4820
1500,20630,0,2045,4,0,0,4643
1501,119180,1467,9275,20,1300,6,4657
1502,54116,1846,34997,14,0,0,4848
1503,36665,0,1625,6,0,0,4747
1504,507371,0,51765,18,450,1,4770
1505,48721,0,18781,12,300,3,4672
1506,391222,0,27471,20,1600,7,4905
1507,88668,0,9889,15,100,1,4903
1508,46074,0,2193,11,0,0,4419
1509,1923,0,1170,2,0,0,4615
1510,46030,0,4375,27,0,0,4566
1511,31236,0,2250,13,0,0,4523
1512,18351,0,0,0,0,0,4744
1513,4779,0,600,2,0,0,4926
1514,124775,1704,11564,8,700,2,4847
1515,66923,0,17139,12,0,0,4875
1516,24008,0,540,3,0,0,4901
1517,118415,2329,4475,10,100,1,4545
1518,2793,0,8000,3,0,0,4588
1519,70464,0,4000,4,1000,2,4889
1520,71930,0,32774,13,500,1,4300
1521,126484,0,5942,13,3192,11,4758
1522,39503,0,16671,18,2339,2,4884
1523,7291,0,0,0,0,0,4104
1524,4838,0,23592,16,500,1,5024
1525,73811,0,25394,14,1000,2,5021
1526,156219,0,55874,24,0,0,5015
1527,114376,0,33949,15,0,0,5009
1528,23965,0,7308,16,550,3,5003
1529,45766,0,4550,11,1300,7,5002
1530,57857,1099,62650,37,12400,29,4996
1531,19998,0,4309,13,0,0,4995
1532,29506,0,4826,16,500,2,4993
1533,6020,1505,0,0,0,0,4986
1534,27989,0,25369,16,2729,2,4981
1535,21933,0,27166,15,550,1,4974
1536,58758,0,6500,38,0,0,4974
1537,86069,0,35282,21,0,0,4972
1538,8350,0,2125,10,0,0,4967
1539,26862,0,15510,15,0,0,4965
1540,133853,0,68136,14,0,0,4960
1541,72623,0,0,0,0,0,4957
1542,36887,0,9048,11,0,0,4951
1543,49737,0,60922,22,550,2,4946
1544,53869,0,6750,26,0,0,4940
1545,5264,0,0,0,0,0,4496
1546,132132,6920,20443,18,1310,4,3916
1547,319241,0,71867,36,0,0,4692
1548,333346,2139,52013,31,4309,12,4469
1549,22459,0,104,2,0,0,4215
1550,65021,0,10369,12,0,0,3547
1551,44205,0,28340,13,0,0,3676
1552,18433,0,3174,9,0,0,3930
1553,6341,0,3658,12,0,0,3706
1554,3641,0,1164,3,0,0,3603
1555,39207,0,965,3,0,0,3757
1556,63362,0,16331,15,350,1,3544
1557,220267,0,8500,4,0,0,4716
1558,329,0,23492,14,0,0,4868
1559,22424,0,648,2,0,0,3951
1560,36805,0,13018,16,0,0,3799
1561,63437,0,7160,15,0,0,4595
1562,8962,4481,0,0,0,0,4198
1563,7922,0,0,0,0,0,4491
1564,113731,0,1700,5,700,4,4482
1565,12612,0,0,0,0,0,4170
1566,45916,0,675,6,500,2,2818
1567,51324,0,20533,14,0,0,4408
1568,412,0,13000,1,0,0,4761
1569,8103,0,2750,15,0,0,4776
1570,91237,0,78864,26,0,0,4321
1571,17388,0,0,0,0,0,4232
1572,52046,0,1058,8,683,7,3456
1573,50015,0,20839,16,50,1,4497
1574,45340,0,14063,16,500,1,4660
1575,200963,0,6164,4,150,1,4782
1576,85884,0,7742,9,0,0,4692
1577,4236,0,3000,7,0,0,4148
1578,55843,0,6000,3,0,0,4341
1579,43000,0,1273,4,173,1,4646
1580,5573,0,1958,17,0,0,3714
1581,2080,0,0,0,0,0,4635
1582,43686,0,4039,12,0,0,4328
1583,11001,0,255,5,0,0,4315
1584,10146,0,26633,12,0,0,4509
1585,35062,0,16237,26,0,0,4152
1586,11866,0,6139,9,0,0,4667
1587,41048,0,1195,3,0,0,4856
1588,25004,0,1113,3,0,0,4860
1589,194074,1448,12500,6,0,0,4701
1590,65952,0,34770,14,0,0,4827
1591,265532,0,4652,13,0,0,4849
1592,61286,0,1500,5,0,0,4755
1593,118177,0,20910,18,402,1,4811
1594,183370,0,30988,14,12988,9,4848
1595,98608,0,969,12,0,0,4663
1596,22529,0,5115,20,3400,16,4865
1597,2502,0,15500,4,500,1,4761
1598,123430,0,49987,17,0,0,4798
1599,36219,0,4044,10,0,0,4595
1600,61405,250,32316,20,1350,8,4828
1601,3789,0,181,3,0,0,4756
1602,16065,0,0,0,0,0,4456
1603,404142,0,75509,13,0,0,4784
1604,28733,0,0,0,0,0,4650
1605,26965,0,7346,13,0,0,4653
1606,278437,0,50888,26,0,0,4744
1607,5074,0,500,1,0,0,4730
1608,43338,0,1000,4,1000,4,4275
1609,23551,0,2375,12,0,0,4663
1610,32015,0,6000,6,0,0,4574
1611,65435,0,1000,2,500,1,4786
1612,39079,0,3070,5,0,0,4750
1613,108616,0,36476,13,0,0,4644
1614,80154,0,47270,14,0,0,4352
1615,25563,0,303,8,0,0,3511
1616,18007,0,33237,15,0,0,4665
1617,51752,0,25962,20,0,0,4631
1618,21540,0,1188,9,0,0,4791
1619,233057,0,102840,11,0,0,4791
1620,196079,0,56890,21,0,0,4791
1621,276607,0,11430,14,6430,11,4791
1622,20681,0,0,0,0,0,4939
1623,155278,0,27200,16,0,0,4926
1624,194949,0,10121,13,4621,10,4930
1625,307260,783,40533,24,250,1,4791
1626,105588,0,22973,3,0,0,4805
1627,41366,0,27148,15,0,0,4806
1628,59445,0,5500,21,500,2,4843
1629,130920,2643,30299,20,1100,6,4793
1630,49777,2360,12241,12,0,0,4777
1631,58778,0,28325,13,0,0,4919
1632,38224,0,2587,10,0,0,4824
1633,93700,0,58745,14,0,0,4827
1634,533120,0,120983,18,0,0,4827
1635,34941,0,23718,16,0,0,4755
1636,115197,0,17638,24,0,0,4820
1637,31230,0,815,5,815,5,4931
1638,98604,0,17490,15,0,0,4919
1639,385195,0,0,0,0,0,4903
1640,136104,0,68988,51,2069,8,4916
1641,23984,0,2737,14,0,0,4905
1642,169947,0,48140,21,0,0,4895
1643,71264,0,94161,17,1000,2,4903
1644,71610,0,20918,14,0,0,4895
1645,151152,0,13635,21,1100,1,4895
1646,164178,2364,35314,23,1100,3,4883
1647,18601,0,100,1,0,0,4888
1648,49331,0,23572,12,100,1,4888
1649,43326,0,4164,12,0,0,4881
1650,12112,0,0,0,0,0,4882
1651,98343,0,31961,16,0,0,4971
1652,83006,0,45167,13,0,0,4906
1653,110980,0,12900,8,950,4,4853
1654,78032,0,24046,23,0,0,4862
1655,176262,0,12678,8,150,1,4862
1656,239576,0,13301,12,0,0,4849
1657,642756,0,37889,15,1000,2,4841
1658,41370,0,51335,9,0,0,4842
1659,92905,0,1766,10,0,0,4827
1660,7430,0,10500,5,0,0,4791
1661,68390,0,3450,3,950,2,4754
1662,18366,0,1100,3,1100,3,4783
1663,197673,0,48932,15,0,0,4775
1664,11789,0,28756,20,900,2,4775
1665,213539,0,2750,15,0,0,4751
1666,13310,0,0,0,0,0,4755
1667,207395,0,55903,17,500,1,4761
1668,25688,2396,3103,10,0,0,4754
1669,259582,0,3833,21,1762,9,4638
1670,288379,0,15942,8,1442,5,4741
1671,3580,0,130,3,0,0,4730
1672,84305,0,78931,15,0,0,4734
1673,4780,0,0,0,0,0,4733
1674,88192,0,47848,22,500,1,4784
1675,105665,0,31226,13,0,0,4727
1676,24756,0,7720,26,500,2,4723
1677,51304,1362,11611,40,10075,36,4708
1678,12404,0,1950,7,1200,4,4701
1679,80988,0,4413,5,0,0,4707
1680,5617,0,4400,4,400,1,4706
1681,68023,0,119512,33,500,1,4702
1682,108100,0,45113,17,1000,2,4699
1683,17470,0,4100,9,2500,5,4691
1684,138332,0,67836,17,0,0,4692
1685,4087,0,500,4,0,0,4684
1686,40264,0,19137,13,0,0,4684
1687,13290,0,3175,5,0,0,4679
1688,130761,0,52423,15,0,0,4674
1689,14371,0,28723,13,0,0,4671
1690,25322,0,23821,16,0,0,4673
1691,55356,0,23871,15,0,0,4660
1692,134501,0,59855,32,1193,2,4663
1693,63311,0,29318,11,0,0,4667
1694,90307,0,3150,3,650,2,4664
1695,2198,0,16070,12,0,0,4658
1696,43749,5583,9557,5,0,0,4664
1697,7730,0,375,3,0,0,4659
1698,16171,0,2875,16,0,0,4656
1699,192108,1000,10200,3,200,2,4656
1700,35895,0,15720,11,0,0,4649
1701,46578,0,8322,12,0,0,4645
1702,54309,0,6772,7,250,1,4698
1703,45613,0,29117,16,350,1,4625
1704,297127,0,27415,16,0,0,4631
1705,93148,0,7776,18,0,0,4631
1706,27905,0,3794,11,0,0,4628
1707,139983,0,17289,24,100,2,4629
1708,188703,0,62973,53,500,1,4625
1709,19479,0,2250,4,0,0,4625
1710,63635,0,5175,31,50,1,4622
1711,77203,0,66817,16,0,0,4646
1712,19020,0,330,3,0,0,4614
1713,61172,0,6875,10,0,0,4609
1714,7342,0,0,0,0,0,4604
1715,62076,0,11221,15,1050,2,4603
1716,13046,0,0,0,0,0,4597
1717,11527,0,16874,27,3880,6,4583
1718,77814,0,43914,17,0,0,4587
1719,75303,0,74990,15,0,0,4598
1720,7545,0,616,6,0,0,4587
1721,26972,0,0,0,0,0,4587
1722,184805,0,52755,22,0,0,4726
1723,93971,0,62023,22,450,3,4580
1724,66328,0,40522,14,0,0,4575
1725,51745,0,41377,14,0,0,4606
1726,64341,0,63621,13,0,0,4568
1727,49708,0,0,0,0,0,4560
1728,46926,0,27889,15,0,0,4554
1729,199418,1000,25590,39,3199,9,4548
1730,9126,0,1202,13,350,1,4554
1731,95109,0,26149,8,0,0,4593
1732,65706,0,21958,17,0,0,4534
1733,9862,0,31280,15,0,0,4545
1734,253349,0,68947,18,1000,2,4545
1735,25541,0,660,3,0,0,4520
1736,5580,0,60,2,0,0,4533
1737,37514,0,35874,31,500,1,4537
1738,67083,0,4600,4,500,1,4532
1739,92646,0,27177,16,0,0,4523
1740,21110,0,3402,12,0,0,4516
1741,102570,0,70503,20,0,0,4524
1742,15876,0,0,0,0,0,4512
1743,8957,0,0,0,0,0,4509
1744,5375,0,2000,9,0,0,4509
1745,109114,0,31956,27,0,0,4512
1746,23432,0,1162,10,0,0,4510
1747,111384,0,26669,14,0,0,4505
1748,69880,0,4635,5,0,0,4552
1749,11289,0,1500,5,0,0,4492
1750,119676,500,550,4,550,4,4485
1751,21847,0,929,4,903,3,4491
1752,40808,0,38612,27,400,2,4490
1753,47509,0,21210,10,1000,2,4490
1754,20248,0,18507,37,1700,5,4488
1755,3441,0,1643,6,0,0,4484
1756,35216,0,9959,14,0,0,4481
1757,63036,0,9006,14,0,0,4475
1758,20844,0,20844,10,0,0,4474
1759,42420,0,1000,1,0,0,4461
1760,36254,0,7232,7,0,0,4453
1761,22412,0,11654,12,0,0,4460
1762,11512,0,3667,14,0,0,4460
1763,1703,0,1230,4,0,0,4390
1764,51471,0,15505,32,412,1,4450
1765,70518,0,2000,3,1000,2,4450
1766,431824,0,30480,16,500,1,4443
1767,25577,0,33420,18,0,0,4432
1768,17111,0,13577,10,0,0,4434
1769,99336,0,14195,14,500,1,4453
1770,67612,0,0,0,0,0,4442
1771,38918,0,6505,29,618,2,4442
1772,72812,0,16930,17,50,1,4442
1773,134937,0,500,1,0,0,4427
1774,121688,0,31631,15,0,0,4420
1775,162410,0,20203,17,0,0,4420
1776,59821,500,4200,4,200,2,4419
1777,96053,0,2200,6,2200,6,4391
1778,171946,0,19198,28,0,0,4397
1779,15737,0,220,3,0,0,4404
1780,77814,0,14786,11,0,0,4394
1781,53768,0,4798,16,450,1,4387
1782,245731,0,34322,35,0,0,4385
1783,87366,0,18012,16,0,0,4380
1784,56461,0,40190,14,0,0,4359
1785,46855,0,8845,17,0,0,4379
1786,53027,0,0,0,0,0,4585
1787,96610,0,66298,22,0,0,4362
1788,61450,0,7927,10,0,0,4383
1789,18538,0,2200,3,0,0,4344
1790,28319,0,18449,13,0,0,4392
1791,107360,0,15641,15,0,0,4423
1792,32510,0,14568,13,0,0,4341
1793,9753,0,1235,3,0,0,4343
1794,13033,0,1625,6,0,0,4334
1795,17609,0,803,5,803,5,4317
1796,104052,0,6016,12,0,0,4331
1797,13878,0,0,0,0,0,4317
1798,7254,0,0,0,0,0,4323
1799,12560,0,1282,6,1282,6,4324
1800,94938,0,12999,21,0,0,4310
1801,86143,0,29652,11,500,1,4317
1802,138512,0,30130,15,50,1,4313
1803,66875,0,3206,17,0,0,4308
1804,96026,0,25670,19,0,0,4310
1805,31572,0,0,0,0,0,4299
1806,11834,0,0,0,0,0,4306
1807,23552,0,36165,11,0,0,4300
1808,66052,0,8380,8,0,0,4301
1809,55639,0,2750,15,0,0,4299
1810,68226,0,3147,8,200,2,4299
1811,37953,0,62571,28,0,0,4282
1812,17810,0,1375,4,0,0,4294
1813,21915,0,7000,33,0,0,4289
1814,32563,0,4200,3,200,1,4282
1815,49479,0,5500,24,100,1,4282
1816,23854,0,22498,18,250,3,4274
1817,60049,0,0,0,0,0,4278
1818,75112,0,35532,14,500,1,4271
1819,19787,0,2016,9,500,1,4258
1820,30664,0,21242,22,700,5,4268
1821,91716,0,6978,12,0,0,4267
1822,219174,0,4500,5,2000,4,4265
1823,16495,0,18779,11,0,0,4261
1824,25963,0,8183,25,0,0,4244
1825,1701,0,10,1,0,0,4260
1826,73852,0,0,0,0,0,4252
1827,12791,0,0,0,0,0,4246
1828,39020,0,1295,4,0,0,4246
1829,1076,0,11379,8,0,0,4233
1830,34443,1440,2125,10,0,0,4233
1831,4735,0,275,2,0,0,4257
1832,41279,967,3664,4,3164,3,4233
1833,4708,0,1000,1,0,0,4232
1834,63090,0,12059,20,350,3,4231
1835,156544,0,46593,13,0,0,4225
1836,12239,0,2912,5,0,0,4226
1837,101464,0,14610,13,0,0,4223
1838,55147,0,29219,13,0,0,4225
1839,59424,0,36600,23,1000,3,4211
1840,52084,0,4836,7,0,0,4222
1841,368535,0,146201,21,2600,6,4210
1842,116288,0,65073,18,0,0,4209
1843,114508,0,29960,22,1250,8,4226
1844,456509,0,500,1,500,1,4201
1845,19634,0,0,0,0,0,4198
1846,56258,0,38591,23,500,1,4197
1847,102373,0,67212,33,6600,14,4190
1848,20426,0,3993,7,3493,6,4194
1849,13034,0,60000,6,0,0,4169
1850,22455,0,38814,17,0,0,4175
1851,11604,0,95,2,0,0,4177
1852,72510,0,31469,12,0,0,4169
1853,33383,0,0,0,0,0,4163
1854,181200,0,7514,21,0,0,4159
1855,17500,0,17500,2,0,0,4167
1856,22751,0,4500,9,4500,9,4166
1857,12465,0,380,3,0,0,4162
1858,6316,0,0,0,0,0,4149
1859,66860,0,12667,20,980,5,4155
1860,975,0,350,3,0,0,4519
1861,197973,0,72345,14,1029,2,4155
1862,50909,0,14830,18,0,0,4135
1863,79500,0,21489,15,0,0,4146
1864,15875,0,24918,12,0,0,4141
1865,159109,0,19554,24,1557,6,4138
1866,12906,0,0,0,0,0,4124
1867,14155,0,3250,19,0,0,4134
1868,576,0,12082,14,0,0,4128
1869,48896,0,4081,12,3397,10,4139
1870,27669,0,3375,20,0,0,4127
1871,21708,0,12811,13,0,0,4100
1872,10643,0,40585,14,850,2,4107
1873,264685,0,57505,16,0,0,4112
1874,35433,0,1600,3,0,0,4113
1875,162369,0,41359,15,500,1,4113
1876,6206,0,375,3,0,0,4107
1877,226941,1000,44771,17,0,0,4099
1878,94544,0,111827,8,350,1,4105
1879,128302,0,132263,32,400,2,4103
1880,3664,0,0,0,0,0,4089
1881,56017,0,3905,6,1668,1,4086
1882,40835,0,50602,39,2250,10,4090
1883,24496,0,4000,3,500,1,4086
1884,36033,0,36033,13,0,0,4079
1885,12766,0,1900,4,400,2,4072
1886,147596,0,19175,19,16675,18,4076
1887,16489,0,4851,27,0,0,4064
1888,84516,0,22713,15,0,0,4063
1889,74147,0,8315,16,50,1,4064
1890,24887,0,0,0,0,0,4047
1891,56954,0,29409,32,0,0,4051
1892,8647,0,0,0,0,0,4036
1893,37114,0,21623,12,0,0,4040
1894,50715,0,39211,13,0,0,4051
1895,149305,0,49893,19,0,0,4030
1896,225665,0,4288,15,500,1,4048
1897,20534,0,589,7,0,0,4021
1898,3962,0,292,8,0,0,4027
1899,5112,0,0,0,0,0,4020
1900,67358,0,67027,34,500,1,4379
1901,11925,0,400,4,400,4,4015
1902,30300,0,2160,7,0,0,4002
1903,39139,0,710,4,0,0,3967
1904,52440,0,500,1,0,0,4026
1905,23329,0,6326,3,0,0,4008
1906,10679,0,13363,12,0,0,4001
1907,53487,0,0,0,0,0,3991
1908,355423,5009,20500,20,100,1,3963
1909,9052,0,280,2,0,0,3987
1910,129972,0,15081,18,500,1,3986
1911,283670,0,39260,39,200,1,3972
1912,189054,0,17900,25,7400,23,3985
1913,150312,0,1000,1,0,0,3967
1914,33517,0,1250,2,250,1,3978
1915,97750,0,12616,16,600,2,4074
1916,59035,0,245,4,0,0,3960
1917,132335,0,30273,14,0,0,3974
1918,82981,0,105325,44,1000,2,3964
1919,52139,0,16314,14,250,1,3965
1920,123313,0,31595,15,0,0,3959
1921,131755,909,37299,16,0,0,3952
1922,46440,0,5582,24,0,0,3952
1923,58970,0,13467,18,0,0,3946
1924,152367,0,43406,24,700,3,3938
1925,80534,0,20715,17,0,0,3949
1926,12184,0,1160,3,0,0,3939
1927,10355,0,6510,10,0,0,3918
1928,39947,0,1750,7,0,0,3922
1929,3082,0,0,0,0,0,3923
1930,37563,0,8142,14,0,0,3925
1931,145868,0,61068,18,10042,4,3925
1932,14231,0,4950,24,1700,5,3917
1933,87282,0,13480,10,0,0,3911
1934,11355,0,135,3,0,0,3916
1935,197239,0,53412,25,250,2,3914
1936,50586,0,0,0,0,0,3902
1937,54388,0,27516,14,0,0,3903
1938,30546,0,11304,14,0,0,3900
1939,24407,0,923,10,0,0,3910
1940,640169,0,82561,36,400,2,3895
1941,56213,0,3207,14,350,1,3900
1942,21944,0,29461,13,0,0,3900
1943,76552,0,150010,36,0,0,3894
1944,37244,0,38220,18,0,0,3890
1945,38439,0,3318,13,0,0,3886
1946,32160,0,1130,6,250,1,3883
1947,126873,0,95598,32,500,1,3880
1948,8000,0,2250,11,0,0,3879
1949,194906,0,23780,14,200,1,3880
1950,85751,0,26842,14,0,0,3711
1951,15676,0,0,0,0,0,3178
1952,55064,0,8041,13,0,0,3329
1953,40675,0,1413,9,0,0,2895
1954,7843,0,600,2,600,2,3557
1955,56896,0,34019,15,0,0,3696
1956,91935,0,17550,18,0,0,4216
1957,50496,0,13287,26,0,0,4610
1958,19896,2395,9866,11,0,0,4602
1959,156853,0,37625,14,0,0,4510
1960,65533,0,7595,10,0,0,4544
1961,223670,0,32709,13,2227,4,4230
1962,91813,0,8690,11,2000,4,3911
1963,12207,0,0,0,0,0,4565
1964,26421,0,1250,3,0,0,4593
1965,16176,0,0,0,0,0,4170
1966,44754,0,0,0,0,0,3648
1967,23827,0,8125,37,1000,2,4616
1968,93743,0,1210,7,650,5,4676
1969,4787,0,3125,8,500,1,4734
1970,179472,0,11289,15,0,0,4708
1971,73639,0,4709,10,2709,9,4341
1972,76077,0,500,4,0,0,4616
1973,66456,0,3500,4,1000,2,4679
1974,14273,0,0,0,0,0,4341
1975,134346,0,100210,18,0,0,4485
1976,37693,0,30546,7,0,0,4671
1977,11961,0,11961,10,0,0,4646
1978,63311,0,90181,34,950,6,4604
1979,20678,0,2155,8,0,0,3862
1980,5316,0,1134,4,0,0,4610
1981,86511,0,5000,6,2000,4,4625
1982,133831,0,100,1,100,1,4588
1983,30306,0,2500,1,0,0,4309
1984,95925,0,7337,22,350,2,4625
1985,35080,3867,0,0,0,0,4562
1986,14304,0,0,0,0,0,4600
1987,115385,0,5890,15,1250,7,4546
1988,66411,1000,34826,19,3001,9,4211
1989,6978,0,610,3,0,0,4349
1990,39909,0,2682,14,0,0,4470
1991,8767,0,6589,8,3892,6,4394
1992,25544,0,3271,7,0,0,4580
1993,166417,0,28607,11,0,0,4357
1994,69555,0,21957,16,250,1,4390
1995,2344,0,1478,10,0,0,4481
1996,8780,0,2750,15,0,0,4237
1997,111064,0,12700,7,2700,6,4547
1998,44654,0,48874,16,0,0,4530
1999,32678,0,0,0,0,0,4481
2000,327126,1452,97997,25,350,3,4440
2001,76387,0,3588,7,0,0,4442
2002,268097,0,26933,25,0,0,4105
2003,52195,0,35847,13,0,0,4476
2004,137778,0,19557,18,0,0,4599
2005,354807,0,6000,12,3500,11,4597
2006,3056,0,1200,3,0,0,4363
2007,101901,0,17898,22,100,1,4433
2008,34182,0,0,0,0,0,3967
2009,7371,0,1375,4,0,0,4505
2010,178733,0,26465,22,1800,4,4537
2011,87553,0,15681,14,0,0,4547
2012,14614,0,2275,3,0,0,4567
2013,91259,0,60609,12,0,0,4531
2014,23997,0,250,2,250,2,4204
2015,37202,0,15000,4,0,0,4511
2016,53232,888,80696,65,22100,45,3831
2017,54594,0,14402,14,0,0,4233
2018,57474,0,5535,7,0,0,4364
2019,20111,0,5653,12,0,0,4468
2020,45950,0,38921,22,750,2,4302
2021,67948,0,2750,5,650,3,4226
2022,216498,0,43083,24,2500,5,4440
2023,100649,0,4000,3,500,1,4457
2024,52713,0,16273,13,100,1,4449
2025,186892,0,63444,13,500,1,3732
2026,11690,0,17615,17,0,0,4417
2027,144697,0,2000,1,0,0,4420
2028,75179,0,1015,2,0,0,4118
2029,19850,0,500,1,500,1,4376
2030,96154,0,7052,15,0,0,4433
2031,55778,0,6500,12,500,1,3704
2032,36227,0,7230,14,0,0,3736
2033,93848,0,1600,4,1500,3,4475
2034,41153,0,28686,15,0,0,4404
2035,20789,0,0,0,0,0,4279
2036,121992,6057,3200,4,600,2,4257
2037,37911,0,2250,11,0,0,4385
2038,233656,0,41941,14,500,1,4266
2039,41133,0,635,3,0,0,4419
2040,60864,0,23364,19,50,1,4436
2041,90526,0,2000,9,0,0,4488
2042,15148,0,15148,3,0,0,269
2043,5393,0,0,0,0,0,4517
2044,434,0,15530,5,0,0,3628
2045,81055,0,14344,14,0,0,4610
2046,31360,0,821,7,0,0,4488
2047,156885,0,38601,19,0,0,4534
2048,4148,0,13504,18,0,0,4607
2049,63820,0,13981,15,0,0,4608
2050,379744,2081,19191,17,1850,11,4608
2051,76659,0,0,0,0,0,4608
2052,40724,0,29481,14,0,0,4007
2053,146173,0,13871,17,0,0,4414
2054,26055,0,647,9,0,0,4464
2055,68,0,590,1,0,0,3937
2056,50001,0,4853,12,0,0,4023
2057,122506,0,21022,13,0,0,4408
2058,126886,0,9120,17,0,0,4044
2059,42342,0,11408,23,11408,23,4331
2060,58898,0,23050,15,50,1,4328
2061,45735,0,10085,3,0,0,4239
2062,77225,0,30646,15,0,0,4282
2063,59874,0,0,0,0,0,3986
2064,30868,0,405,3,0,0,4226
2065,34257,0,2010,4,0,0,4309
2066,42639,0,7366,12,0,0,4181
2067,771,0,40256,4,0,0,4203
2068,89708,0,8000,4,0,0,3173
2069,75892,0,8738,15,0,0,4160
2070,140918,0,69760,32,0,0,3883
2071,475338,0,39680,22,700,4,3355
2072,14426,0,0,0,0,0,4096
2073,29559,0,28969,16,0,0,4236
2074,113113,0,10736,13,0,0,4307
2075,73027,0,34002,19,0,0,4063
2076,17386,0,0,0,0,0,3771
2077,9310,0,500,1,500,1,4272
2078,11023,0,0,0,0,0,4328
2079,55406,0,38118,18,500,1,4310
2080,47638,0,0,0,0,0,3739
2081,30040,0,8636,8,500,1,3873
2082,24787,0,1000,1,0,0,3930
2083,40758,0,3500,4,1000,2,4299
2084,726,0,0,0,0,0,4268
2085,40686,0,260,2,0,0,4177
2086,16626,0,2500,13,0,0,4329
2087,18944,0,300,3,300,3,3932
2088,114949,0,87136,24,600,2,4294
2089,32522,0,5971,4,471,2,4042
2090,86533,0,3700,4,700,2,3600
2091,166470,0,9574,16,0,0,4194
2092,10797,0,0,0,0,0,3581
2093,131618,0,46473,16,0,0,4274
2094,77523,1112,11050,5,1000,2,4274
2095,47905,0,14575,16,2000,4,4245
2096,28695,0,0,0,0,0,4173
2097,15253,0,5427,8,0,0,4373
2098,193818,0,16327,13,0,0,3768
2099,30556,0,950,5,550,3,4361
2100,22678,0,2125,7,0,0,4068
2101,89430,0,24314,18,0,0,1547
2102,26522,0,18479,13,0,0,4358
2103,59913,0,2210,5,150,1,3481
2104,16516,0,500,1,0,0,4275
2105,49050,0,18436,16,0,0,2426
2106,27981,0,63004,17,0,0,2921
2107,4939,0,1000,1,0,0,2515
2108,26077,0,6768,4,0,0,3487
2109,110893,0,4653,6,0,0,3645
2110,56455,0,6000,3,0,0,4218
2111,32699,0,1500,2,500,1,3167
2112,109790,0,16108,4,0,0,3123
2113,166681,0,107645,25,0,0,3287
2114,145233,0,9366,5,4866,3,2626
2115,1054,0,15147,3,0,0,3133
2116,27532,0,4639,13,0,0,3939
2117,62464,0,5675,16,500,1,3820
2118,4041,0,0,0,0,0,3344
2119,28138,0,6330,29,0,0,3847
2120,33010,0,0,0,0,0,3915
2121,45687,0,45,2,0,0,2269
2122,12981,0,0,0,0,0,4246
2123,168246,1514,4600,4,100,2,4103
2124,75505,0,30850,17,500,1,4007
2125,55591,0,8817,13,0,0,3693
2126,37358,0,50488,19,0,0,3967
2127,33803,0,6100,34,0,0,4079
2128,2500,0,2500,1,0,0,3717
2129,140527,0,3500,14,0,0,4023
2130,5360,0,0,0,0,0,4392
2131,124430,0,15523,17,1200,8,4054
2132,240007,0,46771,14,0,0,4048
2133,245021,0,13639,15,180,1,3984
2134,53518,0,73933,30,400,1,3930
2135,122545,0,269,4,250,1,3834
2136,192889,0,10500,5,0,0,4096
2137,227776,0,47286,19,2276,5,3980
